Edge Weight,Source,Target
-1.1951e-06,Agricultural_Inputs,deaths_45_to_64
0.00011783,Agricultural_Inputs,total_fertility
0.0040942,Agricultural_Inputs,life_expectancy
-4.3035e-06,Agricultural_Inputs,deaths_0_to_14
-9.6501e-07,Agricultural_Inputs,deaths_65_plus
0.41594,Agricultural_Inputs,land_yield
0.00048727,Agricultural_Inputs,food_ratio
2.4417e-06,Agricultural_Inputs,births
-9.284e-06,Agricultural_Inputs,deaths
0.28318,Agricultural_Inputs,food
-2.096e-07,Agricultural_Inputs,jobs
-2.3853e-07,Population_15_To_44,fraction_of_industrial_output_alloc_to_consumption_var
3.5551e-08,Population_15_To_44,fraction_of_industrial_capital_alloc_to_obtaining_res
1.3025e-05,Population_15_To_44,fraction_of_agricultural_inputs_alloc_to_land_development
4.7198e-05,Population_15_To_44,fraction_of_industrial_output_allocated_to_agriculture_1
4.7646e-05,Population_15_To_44,fraction_of_industrial_output_allocated_to_agriculture_2
4.7198e-05,Population_15_To_44,fraction_of_industrial_output_allocated_to_agriculture
3.5551e-08,Population_15_To_44,fraction_of_capital_allocated_to_obtaining_resources_1
-2.0997e-14,Population_15_To_44,fraction_of_capital_allocated_to_obtaining_resources_2
-5.6033e-05,Population_15_To_44,fraction_of_industrial_output_allocated_to_investment
8.8348e-06,Population_15_To_44,fraction_of_industrial_output_allocated_to_services_1
8.8348e-06,Population_15_To_44,fraction_of_industrial_output_allocated_to_services_2
-2.758e-06,Population_15_To_44,fraction_of_agricultural_inputs_for_land_maintenance
8.8348e-06,Population_15_To_44,fraction_of_industrial_output_allocated_to_services
-1.0393e-06,Population_15_To_44,fraction_services_allocated_to_fertility_control
-1.5371e-06,Population_15_To_44,urban_and_industrial_land_required_per_capita
0.0067552,Population_15_To_44,land_yield_technology_change_rate_multiplier
-0.0019734,Population_15_To_44,marginal_productivity_of_agricultural_inputs
3.8167e-06,Population_15_To_44,completed_multiplier_from_perceived_lifetime
-1.5147e-06,Population_15_To_44,marginal_land_yield_multiplier_from_capital
2.0015e-06,Population_15_To_44,persistent_pollution_generation_agriculture
-1.9409e-09,Population_15_To_44,land_yield_multiplier_from_air_pollution_2
-9.2141e-07,Population_15_To_44,lifetime_multiplier_from_health_services_1
-2.3192e-06,Population_15_To_44,lifetime_multiplier_from_health_services_2
-1.1003e-08,Population_15_To_44,land_yield_multipler_from_air_pollution_1
5.2827e-07,Population_15_To_44,land_removal_for_urban_and_industrial_use
0.00049114,Population_15_To_44,marginal_productivity_of_land_development
-1.1003e-08,Population_15_To_44,land_yield_multiplier_from_air_pollution
-4.0584e-06,Population_15_To_44,persistent_pollution_generation_industry
-2.3192e-06,Population_15_To_44,lifetime_multiplier_from_health_services
-1.412e-06,Population_15_To_44,fertility_control_facilities_per_capita
-0.00067239,Population_15_To_44,fertility_control_allocation_per_capita
-1.1352e-05,Population_15_To_44,land_life_multiplier_from_land_yield_1
-9.6542e-06,Population_15_To_44,land_life_multiplier_from_land_yield_2
-0.11601,Population_15_To_44,indicated_services_output_per_capita_1
-0.11601,Population_15_To_44,indicated_services_output_per_capita_2
-1.1352e-05,Population_15_To_44,land_life_multiplier_from_land_yield
-0.11601,Population_15_To_44,indicated_services_output_per_capita
-2.0919e-06,Population_15_To_44,persistent_pollution_generation_rate
-0.071999,Population_15_To_44,average_industrial_output_per_capita
-0.042389,Population_15_To_44,delayed_industrial_output_per_capita
-0.00012852,Population_15_To_44,effective_health_services_per_capita
4.3522e-05,Population_15_To_44,land_yield_multiplier_from_capital
5.4167e-06,Population_15_To_44,urban_and_industrial_land_required
-5.0323e-05,Population_15_To_44,Delayed_Labor_Utilization_Fraction
1.1414e-07,Population_15_To_44,potential_jobs_agricultural_sector
-0.00041013,Population_15_To_44,per_capita_resource_use_multiplier
0.00011991,Population_15_To_44,crowding_multiplier_from_industry
-5.1863e-05,Population_15_To_44,lifetime_multiplier_from_crowding
0.00042606,Population_15_To_44,land_fertility_regeneration_time
7.6001e-08,Population_15_To_44,jobs_per_industrial_capital_unit
8.6551e-05,Population_15_To_44,potential_jobs_industrial_sector
-0.00038806,Population_15_To_44,industrial_capital_depreciation
-3.1178e-07,Population_15_To_44,fertility_control_effectiveness
6.0767e-08,Population_15_To_44,fraction_of_resources_remaining
0.0018362,Population_15_To_44,agricultural_input_per_hectare
-1.3424e-05,Population_15_To_44,family_response_to_social_norm
0.016306,Population_15_To_44,total_agricultural_investment
-0.020593,Population_15_To_44,industrial_capital_investment
-2.9735e-06,Population_15_To_44,capacity_utilization_fraction
2.3242e-07,Population_15_To_44,jobs_per_service_capital_unit
0.00012756,Population_15_To_44,potential_jobs_service_sector
5.9649e-05,Population_15_To_44,desired_completed_family_size
-0.00018995,Population_15_To_44,lifetime_multiplier_from_food
0.00088375,Population_15_To_44,development_cost_per_hectare
-0.071068,Population_15_To_44,industrial_output_per_capita
4.1169e-05,Population_15_To_44,service_capital_depreciation
0.00010902,Population_15_To_44,fraction_of_population_urban
5.8249e-16,Population_15_To_44,Arable_Land_in_Gigahectares
-0.086211,Population_15_To_44,indicated_food_per_capita_1
-0.086211,Population_15_To_44,indicated_food_per_capita_2
0.013579,Population_15_To_44,current_agricultural_inputs
-0.00026523,Population_15_To_44,land_fertility_regeneration
-0.0003999,Population_15_To_44,labor_utilization_fraction
0.0027304,Population_15_To_44,service_capital_investment
-0.00035906,Population_15_To_44,need_for_fertility_control
-0.010505,Population_15_To_44,health_services_per_capita
-0.086211,Population_15_To_44,indicated_food_per_capita
1.3392e-07,Population_15_To_44,Urban_and_Industrial_Land
-0.10748,Population_15_To_44,service_output_per_capita
-0.00017186,Population_15_To_44,perceived_life_expectancy
-1.1413e-05,Population_15_To_44,family_income_expectation
5.0078e-05,Population_15_To_44,social_family_size_normal
-7.1642e-07,Population_15_To_44,Potentially_Arable_Land
9.3253e-05,Population_15_To_44,desired_total_fertility
-0.0010415,Population_15_To_44,maximum_total_fertility
5.7603e-05,Population_15_To_44,Nonrenewable_Resources
4.0775e-07,Population_15_To_44,arable_land_harvested
3.4856e-06,Population_15_To_44,land_development_rate
-0.068111,Population_15_To_44,average_life_of_land
-9.395e-05,Population_15_To_44,Perceived_Food_Ratio
-8.6791e-05,Population_15_To_44,fecundity_multiplier
0.0020259,Population_15_To_44,Agricultural_Inputs
8.1185e-07,Population_15_To_44,maturation_14_to_15
4.0586e-05,Population_15_To_44,maturation_44_to_45
3.4878e-07,Population_15_To_44,maturation_64_to_65
9.6823e-06,Population_15_To_44,Population_45_To_64
-0.00023686,Population_15_To_44,resource_usage_rate
-0.0054328,Population_15_To_44,Industrial_Capital
9.0066e-06,Population_15_To_44,mortality_45_to_64
4.6374e-06,Population_15_To_44,mortality_15_to_44
2.154e-05,Population_15_To_44,Population_0_To_14
-5.3825e-07,Population_15_To_44,Population_65_Plus
6.2306e-09,Population_15_To_44,land_erosion_rate
-0.0027306,Population_15_To_44,industrial_output
1.533e-05,Population_15_To_44,mortality_65_plus
9.9577e-06,Population_15_To_44,mortality_0_to_14
-1.3218e-08,Population_15_To_44,jobs_per_hectare
-0.1704,Population_15_To_44,food_per_capita
0.00082337,Population_15_To_44,Service_Capital
2.0498e-05,Population_15_To_44,deaths_15_to_44
2.7066e-06,Population_15_To_44,deaths_45_to_64
-0.00016778,Population_15_To_44,total_fertility
-0.00837,Population_15_To_44,life_expectancy
-0.00081467,Population_15_To_44,service_output
9.3626e-06,Population_15_To_44,deaths_0_to_14
1.9228e-06,Population_15_To_44,deaths_65_plus
1.8203e-07,Population_15_To_44,land_fr_cult
5.8249e-07,Population_15_To_44,Arable_Land
0.00093581,Population_15_To_44,labor_force
0.02833,Population_15_To_44,land_yield
-0.00074086,Population_15_To_44,food_ratio
0.0012688,Population_15_To_44,population
9.0465e-05,Population_15_To_44,births
3.449e-05,Population_15_To_44,deaths
0.019771,Population_15_To_44,food
0.00021423,Population_15_To_44,jobs
-1,Population_15_To_44,GDP_per_capita
6.2029e-08,Population_15_To_44,inflation_CAN
-2.3853e-07,Population_45_To_64,fraction_of_industrial_output_alloc_to_consumption_var
3.6364e-08,Population_45_To_64,fraction_of_industrial_capital_alloc_to_obtaining_res
1.3323e-05,Population_45_To_64,fraction_of_agricultural_inputs_alloc_to_land_development
4.7079e-05,Population_45_To_64,fraction_of_industrial_output_allocated_to_agriculture_1
4.7526e-05,Population_45_To_64,fraction_of_industrial_output_allocated_to_agriculture_2
4.7079e-05,Population_45_To_64,fraction_of_industrial_output_allocated_to_agriculture
3.6364e-08,Population_45_To_64,fraction_of_capital_allocated_to_obtaining_resources_1
-3.3441e-14,Population_45_To_64,fraction_of_capital_allocated_to_obtaining_resources_2
-5.5895e-05,Population_45_To_64,fraction_of_industrial_output_allocated_to_investment
8.8156e-06,Population_45_To_64,fraction_of_industrial_output_allocated_to_services_1
8.8156e-06,Population_45_To_64,fraction_of_industrial_output_allocated_to_services_2
-2.8211e-06,Population_45_To_64,fraction_of_agricultural_inputs_for_land_maintenance
8.8156e-06,Population_45_To_64,fraction_of_industrial_output_allocated_to_services
-1.1751e-06,Population_45_To_64,fraction_services_allocated_to_fertility_control
-1.5371e-06,Population_45_To_64,urban_and_industrial_land_required_per_capita
0.0067456,Population_45_To_64,land_yield_technology_change_rate_multiplier
-0.0020186,Population_45_To_64,marginal_productivity_of_agricultural_inputs
3.904e-06,Population_45_To_64,completed_multiplier_from_perceived_lifetime
-1.5493e-06,Population_45_To_64,marginal_land_yield_multiplier_from_capital
2.0473e-06,Population_45_To_64,persistent_pollution_generation_agriculture
-1.9851e-09,Population_45_To_64,land_yield_multiplier_from_air_pollution_2
-9.4249e-07,Population_45_To_64,lifetime_multiplier_from_health_services_1
-2.3723e-06,Population_45_To_64,lifetime_multiplier_from_health_services_2
-1.1254e-08,Population_45_To_64,land_yield_multipler_from_air_pollution_1
5.2764e-07,Population_45_To_64,land_removal_for_urban_and_industrial_use
0.00050238,Population_45_To_64,marginal_productivity_of_land_development
-1.1254e-08,Population_45_To_64,land_yield_multiplier_from_air_pollution
-4.0643e-06,Population_45_To_64,persistent_pollution_generation_industry
-2.3723e-06,Population_45_To_64,lifetime_multiplier_from_health_services
-1.4443e-06,Population_45_To_64,fertility_control_facilities_per_capita
-0.00070125,Population_45_To_64,fertility_control_allocation_per_capita
-1.1612e-05,Population_45_To_64,land_life_multiplier_from_land_yield_1
-9.8751e-06,Population_45_To_64,land_life_multiplier_from_land_yield_2
-0.11601,Population_45_To_64,indicated_services_output_per_capita_1
-0.11601,Population_45_To_64,indicated_services_output_per_capita_2
-1.1612e-05,Population_45_To_64,land_life_multiplier_from_land_yield
-0.11601,Population_45_To_64,indicated_services_output_per_capita
-2.0513e-06,Population_45_To_64,persistent_pollution_generation_rate
-0.073646,Population_45_To_64,average_industrial_output_per_capita
-0.043359,Population_45_To_64,delayed_industrial_output_per_capita
-0.00013146,Population_45_To_64,effective_health_services_per_capita
4.4518e-05,Population_45_To_64,land_yield_multiplier_from_capital
5.4134e-06,Population_45_To_64,urban_and_industrial_land_required
-5.1475e-05,Population_45_To_64,Delayed_Labor_Utilization_Fraction
1.1676e-07,Population_45_To_64,potential_jobs_agricultural_sector
-0.00041013,Population_45_To_64,per_capita_resource_use_multiplier
0.00011991,Population_45_To_64,crowding_multiplier_from_industry
-5.1856e-05,Population_45_To_64,lifetime_multiplier_from_crowding
0.00043581,Population_45_To_64,land_fertility_regeneration_time
7.6001e-08,Population_45_To_64,jobs_per_industrial_capital_unit
8.6521e-05,Population_45_To_64,potential_jobs_industrial_sector
-0.00039694,Population_45_To_64,industrial_capital_depreciation
-3.1891e-07,Population_45_To_64,fertility_control_effectiveness
6.2157e-08,Population_45_To_64,fraction_of_resources_remaining
0.0018782,Population_45_To_64,agricultural_input_per_hectare
-4.9886e-07,Population_45_To_64,family_response_to_social_norm
0.016257,Population_45_To_64,total_agricultural_investment
-0.020564,Population_45_To_64,industrial_capital_investment
-3.0416e-06,Population_45_To_64,capacity_utilization_fraction
2.3235e-07,Population_45_To_64,jobs_per_service_capital_unit
0.00012754,Population_45_To_64,potential_jobs_service_sector
0.00011058,Population_45_To_64,desired_completed_family_size
-0.00018968,Population_45_To_64,lifetime_multiplier_from_food
0.00090397,Population_45_To_64,development_cost_per_hectare
-0.071068,Population_45_To_64,industrial_output_per_capita
4.2111e-05,Population_45_To_64,service_capital_depreciation
0.00010898,Population_45_To_64,fraction_of_population_urban
5.9582e-16,Population_45_To_64,Arable_Land_in_Gigahectares
-0.086211,Population_45_To_64,indicated_food_per_capita_1
-0.086211,Population_45_To_64,indicated_food_per_capita_2
0.013524,Population_45_To_64,current_agricultural_inputs
-0.0002713,Population_45_To_64,land_fertility_regeneration
-0.00040373,Population_45_To_64,labor_utilization_fraction
0.0027149,Population_45_To_64,service_capital_investment
-0.000406,Population_45_To_64,need_for_fertility_control
-0.010502,Population_45_To_64,health_services_per_capita
-0.086211,Population_45_To_64,indicated_food_per_capita
1.3699e-07,Population_45_To_64,Urban_and_Industrial_Land
-0.10745,Population_45_To_64,service_output_per_capita
-0.00017579,Population_45_To_64,perceived_life_expectancy
-4.2414e-07,Population_45_To_64,family_income_expectation
5.1224e-05,Population_45_To_64,social_family_size_normal
-7.3281e-07,Population_45_To_64,Potentially_Arable_Land
0.00016498,Population_45_To_64,desired_total_fertility
-0.0010406,Population_45_To_64,maximum_total_fertility
5.8921e-05,Population_45_To_64,Nonrenewable_Resources
4.1708e-07,Population_45_To_64,arable_land_harvested
3.4925e-06,Population_45_To_64,land_development_rate
-0.06967,Population_45_To_64,average_life_of_land
-9.61e-05,Population_45_To_64,Perceived_Food_Ratio
-8.6714e-05,Population_45_To_64,fecundity_multiplier
0.0020722,Population_45_To_64,Agricultural_Inputs
-7.4858e-07,Population_45_To_64,maturation_14_to_15
-2.4576e-07,Population_45_To_64,maturation_44_to_45
6.1038e-05,Population_45_To_64,maturation_64_to_65
-1.6316e-06,Population_45_To_64,Population_15_To_44
-0.0002372,Population_45_To_64,resource_usage_rate
-0.0055572,Population_45_To_64,Industrial_Capital
8.9985e-06,Population_45_To_64,mortality_45_to_64
4.6333e-06,Population_45_To_64,mortality_15_to_44
-2.5045e-06,Population_45_To_64,Population_0_To_14
1.504e-05,Population_45_To_64,Population_65_Plus
6.3732e-09,Population_45_To_64,land_erosion_rate
-0.0027931,Population_45_To_64,industrial_output
1.5316e-05,Population_45_To_64,mortality_65_plus
9.9488e-06,Population_45_To_64,mortality_0_to_14
-1.352e-08,Population_45_To_64,jobs_per_hectare
-0.17016,Population_45_To_64,food_per_capita
0.00084221,Population_45_To_64,Service_Capital
5.7412e-06,Population_45_To_64,deaths_15_to_44
3.6645e-05,Population_45_To_64,deaths_45_to_64
-0.0001124,Population_45_To_64,total_fertility
-0.0083625,Population_45_To_64,life_expectancy
-0.00083331,Population_45_To_64,service_output
8.7242e-06,Population_45_To_64,deaths_0_to_14
3.3693e-06,Population_45_To_64,deaths_65_plus
1.8619e-07,Population_45_To_64,land_fr_cult
5.9582e-07,Population_45_To_64,Arable_Land
0.00094183,Population_45_To_64,labor_force
0.028978,Population_45_To_64,land_yield
-0.00073981,Population_45_To_64,food_ratio
0.0012683,Population_45_To_64,population
-2.4529e-06,Population_45_To_64,births
5.448e-05,Population_45_To_64,deaths
0.020223,Population_45_To_64,food
0.00021417,Population_45_To_64,jobs
-1,Population_45_To_64,GDP_per_capita
6.2533e-08,Population_45_To_64,inflation_CAN
2.3853e-07,Industrial_Capital,fraction_of_industrial_output_alloc_to_consumption_var
-5.7881e-14,Industrial_Capital,fraction_of_agricultural_inputs_alloc_to_land_development
3.6331e-05,Industrial_Capital,fraction_of_industrial_output_allocated_to_agriculture_1
3.6676e-05,Industrial_Capital,fraction_of_industrial_output_allocated_to_agriculture_2
3.6331e-05,Industrial_Capital,fraction_of_industrial_output_allocated_to_agriculture
-9.488e-05,Industrial_Capital,fraction_of_industrial_output_allocated_to_investment
5.8549e-05,Industrial_Capital,fraction_of_industrial_output_allocated_to_services_1
5.8549e-05,Industrial_Capital,fraction_of_industrial_output_allocated_to_services_2
5.8549e-05,Industrial_Capital,fraction_of_industrial_output_allocated_to_services
-5.6644e-06,Industrial_Capital,fraction_services_allocated_to_fertility_control
1.5371e-06,Industrial_Capital,urban_and_industrial_land_required_per_capita
-1.0059e-05,Industrial_Capital,land_yield_technology_change_rate_multiplier
3.6495e-05,Industrial_Capital,marginal_productivity_of_agricultural_inputs
1.2764e-07,Industrial_Capital,land_yield_multiplier_from_air_pollution_2
7.2357e-07,Industrial_Capital,land_yield_multipler_from_air_pollution_1
3.884e-07,Industrial_Capital,land_removal_for_urban_and_industrial_use
1.7233e-05,Industrial_Capital,marginal_productivity_of_land_development
7.2357e-07,Industrial_Capital,land_yield_multiplier_from_air_pollution
2.0726e-05,Industrial_Capital,persistent_pollution_generation_industry
-0.001208,Industrial_Capital,fertility_control_allocation_per_capita
-3.7735e-07,Industrial_Capital,land_life_multiplier_from_land_yield_1
-3.2092e-07,Industrial_Capital,land_life_multiplier_from_land_yield_2
0.11601,Industrial_Capital,indicated_services_output_per_capita_1
0.11601,Industrial_Capital,indicated_services_output_per_capita_2
-3.7735e-07,Industrial_Capital,land_life_multiplier_from_land_yield
0.11601,Industrial_Capital,indicated_services_output_per_capita
2.1078e-05,Industrial_Capital,persistent_pollution_generation_rate
3.884e-06,Industrial_Capital,urban_and_industrial_land_required
1.5784e-05,Industrial_Capital,Delayed_Labor_Utilization_Fraction
0.00041013,Industrial_Capital,per_capita_resource_use_multiplier
-0.00011991,Industrial_Capital,crowding_multiplier_from_industry
3.0929e-05,Industrial_Capital,lifetime_multiplier_from_crowding
-7.6001e-08,Industrial_Capital,jobs_per_industrial_capital_unit
5.5699e-05,Industrial_Capital,potential_jobs_industrial_sector
0.042032,Industrial_Capital,industrial_capital_depreciation
0.00057819,Industrial_Capital,family_response_to_social_norm
0.033644,Industrial_Capital,total_agricultural_investment
0.023028,Industrial_Capital,industrial_capital_investment
9.3262e-07,Industrial_Capital,capacity_utilization_fraction
-4.3656e-10,Industrial_Capital,jobs_per_service_capital_unit
-2.3878e-07,Industrial_Capital,potential_jobs_service_sector
0.002166,Industrial_Capital,desired_completed_family_size
2.8286e-07,Industrial_Capital,lifetime_multiplier_from_food
0.071068,Industrial_Capital,industrial_output_per_capita
0.086211,Industrial_Capital,indicated_food_per_capita_1
0.086211,Industrial_Capital,indicated_food_per_capita_2
0.029116,Industrial_Capital,current_agricultural_inputs
4.8823e-05,Industrial_Capital,labor_utilization_fraction
0.045684,Industrial_Capital,service_capital_investment
-0.001957,Industrial_Capital,need_for_fertility_control
1.9731e-05,Industrial_Capital,health_services_per_capita
0.086211,Industrial_Capital,indicated_food_per_capita
0.00020188,Industrial_Capital,service_output_per_capita
0.0004916,Industrial_Capital,family_income_expectation
0.0030408,Industrial_Capital,desired_total_fertility
0.00015501,Industrial_Capital,maximum_total_fertility
5.8007e-06,Industrial_Capital,land_development_rate
-0.0022641,Industrial_Capital,average_life_of_land
1.2917e-05,Industrial_Capital,fecundity_multiplier
8.7293e-08,Industrial_Capital,maturation_14_to_15
2.8604e-08,Industrial_Capital,maturation_44_to_45
1.8182e-08,Industrial_Capital,maturation_64_to_65
0.0012096,Industrial_Capital,resource_usage_rate
-1.3405e-06,Industrial_Capital,mortality_45_to_64
-6.902e-07,Industrial_Capital,mortality_15_to_44
2.0156e-10,Industrial_Capital,land_erosion_rate
0.17957,Industrial_Capital,industrial_output
-2.2816e-06,Industrial_Capital,mortality_65_plus
-1.482e-06,Industrial_Capital,mortality_0_to_14
0.00025374,Industrial_Capital,food_per_capita
-8.5813e-07,Industrial_Capital,deaths_15_to_44
-3.6364e-07,Industrial_Capital,deaths_45_to_64
0.0023734,Industrial_Capital,total_fertility
0.0012457,Industrial_Capital,life_expectancy
0.00051011,Industrial_Capital,service_output
-1.3094e-06,Industrial_Capital,deaths_0_to_14
-2.9362e-07,Industrial_Capital,deaths_65_plus
0.00094174,Industrial_Capital,land_yield
1.1032e-06,Industrial_Capital,food_ratio
4.9181e-05,Industrial_Capital,births
-2.8248e-06,Industrial_Capital,deaths
0.00064115,Industrial_Capital,food
5.546e-05,Industrial_Capital,jobs
1,Industrial_Capital,GDP_per_capita
-4.0035e-08,Industrial_Capital,inflation_CAN
-2.3853e-07,Population_0_To_14,fraction_of_industrial_output_alloc_to_consumption_var
3.668e-08,Population_0_To_14,fraction_of_industrial_capital_alloc_to_obtaining_res
1.3438e-05,Population_0_To_14,fraction_of_agricultural_inputs_alloc_to_land_development
4.7825e-05,Population_0_To_14,fraction_of_industrial_output_allocated_to_agriculture_1
4.8279e-05,Population_0_To_14,fraction_of_industrial_output_allocated_to_agriculture_2
4.7825e-05,Population_0_To_14,fraction_of_industrial_output_allocated_to_agriculture
3.668e-08,Population_0_To_14,fraction_of_capital_allocated_to_obtaining_resources_1
-2.0404e-14,Population_0_To_14,fraction_of_capital_allocated_to_obtaining_resources_2
-5.6633e-05,Population_0_To_14,fraction_of_industrial_output_allocated_to_investment
8.8082e-06,Population_0_To_14,fraction_of_industrial_output_allocated_to_services_1
8.8082e-06,Population_0_To_14,fraction_of_industrial_output_allocated_to_services_2
-2.8456e-06,Population_0_To_14,fraction_of_agricultural_inputs_for_land_maintenance
8.8082e-06,Population_0_To_14,fraction_of_industrial_output_allocated_to_services
-1.2347e-06,Population_0_To_14,fraction_services_allocated_to_fertility_control
-1.5371e-06,Population_0_To_14,urban_and_industrial_land_required_per_capita
0.0068058,Population_0_To_14,land_yield_technology_change_rate_multiplier
-0.0020358,Population_0_To_14,marginal_productivity_of_agricultural_inputs
3.9379e-06,Population_0_To_14,completed_multiplier_from_perceived_lifetime
-1.5628e-06,Population_0_To_14,marginal_land_yield_multiplier_from_capital
2.065e-06,Population_0_To_14,persistent_pollution_generation_agriculture
-8.6382e-10,Population_0_To_14,land_yield_multiplier_from_air_pollution_2
-9.5068e-07,Population_0_To_14,lifetime_multiplier_from_health_services_1
-2.3929e-06,Population_0_To_14,lifetime_multiplier_from_health_services_2
-4.8976e-09,Population_0_To_14,land_yield_multipler_from_air_pollution_1
5.3582e-07,Population_0_To_14,land_removal_for_urban_and_industrial_use
0.00050689,Population_0_To_14,marginal_productivity_of_land_development
-4.8976e-09,Population_0_To_14,land_yield_multiplier_from_air_pollution
-3.9156e-06,Population_0_To_14,persistent_pollution_generation_industry
-2.3929e-06,Population_0_To_14,lifetime_multiplier_from_health_services
-1.4568e-06,Population_0_To_14,fertility_control_facilities_per_capita
-0.00071391,Population_0_To_14,fertility_control_allocation_per_capita
-1.1716e-05,Population_0_To_14,land_life_multiplier_from_land_yield_1
-9.9637e-06,Population_0_To_14,land_life_multiplier_from_land_yield_2
-0.11601,Population_0_To_14,indicated_services_output_per_capita_1
-0.11601,Population_0_To_14,indicated_services_output_per_capita_2
-1.1716e-05,Population_0_To_14,land_life_multiplier_from_land_yield
-0.11601,Population_0_To_14,indicated_services_output_per_capita
-1.882e-06,Population_0_To_14,persistent_pollution_generation_rate
-0.074286,Population_0_To_14,average_industrial_output_per_capita
-0.043736,Population_0_To_14,delayed_industrial_output_per_capita
-0.0001326,Population_0_To_14,effective_health_services_per_capita
4.4905e-05,Population_0_To_14,land_yield_multiplier_from_capital
5.4963e-06,Population_0_To_14,urban_and_industrial_land_required
2.3963e-05,Population_0_To_14,Delayed_Labor_Utilization_Fraction
1.1777e-07,Population_0_To_14,potential_jobs_agricultural_sector
-0.00041013,Population_0_To_14,per_capita_resource_use_multiplier
0.00011991,Population_0_To_14,crowding_multiplier_from_industry
-5.2042e-05,Population_0_To_14,lifetime_multiplier_from_crowding
0.00043959,Population_0_To_14,land_fertility_regeneration_time
7.6001e-08,Population_0_To_14,jobs_per_industrial_capital_unit
8.6509e-05,Population_0_To_14,potential_jobs_industrial_sector
-0.00040039,Population_0_To_14,industrial_capital_depreciation
-3.2168e-07,Population_0_To_14,fertility_control_effectiveness
6.2697e-08,Population_0_To_14,fraction_of_resources_remaining
0.0018945,Population_0_To_14,agricultural_input_per_hectare
4.5165e-06,Population_0_To_14,family_response_to_social_norm
0.016702,Population_0_To_14,total_agricultural_investment
-0.020328,Population_0_To_14,industrial_capital_investment
1.4159e-06,Population_0_To_14,capacity_utilization_fraction
2.3233e-07,Population_0_To_14,jobs_per_service_capital_unit
0.00012753,Population_0_To_14,potential_jobs_service_sector
0.00013035,Population_0_To_14,desired_completed_family_size
-0.00019137,Population_0_To_14,lifetime_multiplier_from_food
0.00091182,Population_0_To_14,development_cost_per_hectare
-0.071068,Population_0_To_14,industrial_output_per_capita
4.2476e-05,Population_0_To_14,service_capital_depreciation
0.00010995,Population_0_To_14,fraction_of_population_urban
6.01e-16,Population_0_To_14,Arable_Land_in_Gigahectares
-0.086211,Population_0_To_14,indicated_food_per_capita_1
-0.086211,Population_0_To_14,indicated_food_per_capita_2
0.013905,Population_0_To_14,current_agricultural_inputs
-0.00027366,Population_0_To_14,land_fertility_regeneration
0.00017971,Population_0_To_14,labor_utilization_fraction
0.0029325,Population_0_To_14,service_capital_investment
-0.00042658,Population_0_To_14,need_for_fertility_control
-0.0105,Population_0_To_14,health_services_per_capita
-0.086211,Population_0_To_14,indicated_food_per_capita
1.3818e-07,Population_0_To_14,Urban_and_Industrial_Land
-0.10744,Population_0_To_14,service_output_per_capita
-0.00017731,Population_0_To_14,perceived_life_expectancy
3.8401e-06,Population_0_To_14,family_income_expectation
5.1669e-05,Population_0_To_14,social_family_size_normal
-7.3918e-07,Population_0_To_14,Potentially_Arable_Land
0.00019281,Population_0_To_14,desired_total_fertility
-0.0010485,Population_0_To_14,maximum_total_fertility
5.9433e-05,Population_0_To_14,Nonrenewable_Resources
4.207e-07,Population_0_To_14,arable_land_harvested
3.5754e-06,Population_0_To_14,land_development_rate
-0.070295,Population_0_To_14,average_life_of_land
-9.6935e-05,Population_0_To_14,Perceived_Food_Ratio
-8.7373e-05,Population_0_To_14,fecundity_multiplier
0.0020902,Population_0_To_14,Agricultural_Inputs
8.1304e-05,Population_0_To_14,maturation_14_to_15
4.436e-07,Population_0_To_14,maturation_44_to_45
-1.551e-07,Population_0_To_14,maturation_64_to_65
1.9342e-05,Population_0_To_14,Population_15_To_44
-6.6031e-07,Population_0_To_14,Population_45_To_64
-0.00022852,Population_0_To_14,resource_usage_rate
-0.0056054,Population_0_To_14,Industrial_Capital
9.0669e-06,Population_0_To_14,mortality_45_to_64
4.6685e-06,Population_0_To_14,mortality_15_to_44
-5.5534e-07,Population_0_To_14,Population_65_Plus
6.4303e-09,Population_0_To_14,land_erosion_rate
-0.0012155,Population_0_To_14,industrial_output
1.5433e-05,Population_0_To_14,mortality_65_plus
1.0024e-05,Population_0_To_14,mortality_0_to_14
-1.3637e-08,Population_0_To_14,jobs_per_hectare
-0.17167,Population_0_To_14,food_per_capita
0.00084952,Population_0_To_14,Service_Capital
6.0345e-06,Population_0_To_14,deaths_15_to_44
2.4416e-06,Population_0_To_14,deaths_45_to_64
-9.282e-05,Population_0_To_14,total_fertility
-0.0084261,Population_0_To_14,life_expectancy
0.001612,Population_0_To_14,service_output
4.194e-05,Population_0_To_14,deaths_0_to_14
1.9344e-06,Population_0_To_14,deaths_65_plus
1.8781e-07,Population_0_To_14,land_fr_cult
6.01e-07,Population_0_To_14,Arable_Land
1.4012e-05,Population_0_To_14,labor_force
0.029238,Population_0_To_14,land_yield
-0.00074641,Population_0_To_14,food_ratio
0.0012796,Population_0_To_14,population
-4.5574e-07,Population_0_To_14,births
5.2351e-05,Population_0_To_14,deaths
0.020405,Population_0_To_14,food
0.00021415,Population_0_To_14,jobs
-1,Population_0_To_14,GDP_per_capita
6.2728e-08,Population_0_To_14,inflation_CAN
